

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
-1.4111008644104004	Following the ousting of Askin's successor, Tom Lewis, by the party, Willis was elected as the Parliamentary Leader of the Liberal Party and subsequently became Premier.	<--Following the ousting of Askin's successor, Tom Lewis, by the party, Willis was elected as the Parliamentary Leader of the Liberal Party and subsequently became Premier.	wiki_1826943_8	Q_4597_2
-1.4302359819412231	Yet he was a highly popular figure among conservative voters and over the course of his 19 years as premier he tripled the number of people who voted for his party and doubled the party's percentage vote, reducing his Liberal coalition partners to a mere six seats in the 1983 election.	<--Yet he was a highly popular figure among conservative voters and over the course of his 19 years as premier he tripled the number of people who voted for his party and doubled the party's percentage vote, reducing his Liberal coalition partners to a mere six seats in the 1983 election.	wiki_2126475_5	Q_4597_2
-1.4335941076278687	Although the seat is ancestrally Liberal, Labor held the seat until the 1984 election, when the Liberals retook the seat.	<--Although the seat is ancestrally Liberal, Labor held the seat until the 1984 election, when the Liberals retook the seat.	wiki_4737589_6	Q_4597_2
-1.5566242933273315	Two other former Premiers Tom Ryan and Ted Theodore had also served in Federal Parliament but were elected as New South Wales representatives in the House of Representatives.	<--Two other former Premiers Tom Ryan and Ted Theodore had also served in Federal Parliament but were elected as New South Wales representatives in the House of Representatives.	wiki_5102169_72	Q_4597_2
-1.592818260192871	In the 1984 federal election, the National Party had polled only 10.63% of the vote and won 21 seats, compared to 45 for the Liberal Party and 82 for Labor.	<--In the 1984 federal election, the National Party had polled only 10.63% of the vote and won 21 seats, compared to 45 for the Liberal Party and 82 for Labor.	wiki_689687_21	Q_4597_2
-1.6391407251358032	Slipper first won Fisher as a National candidate in 1984.	<--Slipper first won Fisher as a National candidate in 1984.	wiki_2167782_17	Q_4597_2
-1.6948062181472778	Tom Kahn was a civil libertarian who "ran for president of the Student Organization of Erasmus Hall High School in 1955 on a platform calling for the destruction of the student assembly, because it had no power", an election he lost.	<--Tom Kahn was a civil libertarian who "ran for president of the Student Organization of Erasmus Hall High School in 1955 on a platform calling for the destruction of the student assembly, because it had no power", an election he lost.	wiki_2812518_21	Q_4597_2
-1.7091166973114014	Chynoweth won the seat of Dunkley at the 1984 federal election and was re-elected in 1987.	<--Chynoweth won the seat of Dunkley at the 1984 federal election and was re-elected in 1987.	wiki_4390358_12	Q_4597_2
-1.7615644931793213	A by-election was held in the Legislative Assembly of Queensland seat of Stafford on 4 August 1984.	<--A by-election was held in the Legislative Assembly of Queensland seat of Stafford on 4 August 1984.	wiki_3988973_0	Q_4597_2
-1.8458172082901	In 1984, Fischer won the federal seat of Farrer in New South Wales' far west for the National Party of Australia (NPA), as the Country Party had been renamed.	<--In 1984, Fischer won the federal seat of Farrer in New South Wales' far west for the National Party of Australia (NPA), as the Country Party had been renamed.	wiki_712687_10	Q_4597_2
-1.9431383609771729	Remaining Deputy Leader of the parliamentary party, Howard became Deputy Leader of the Opposition and the Liberal Party were defeated by Hawke's Labor Government at the 1984 election.	<--Remaining Deputy Leader of the parliamentary party, Howard became Deputy Leader of the Opposition and the Liberal Party were defeated by Hawke's Labor Government at the 1984 election.	wiki_823062_70	Q_4597_2
-1.9889965057373047	The introduction of the group voting ticket at the 1984 election saw the number of informal votes drop dramatically.	<--The introduction of the group voting ticket at the 1984 election saw the number of informal votes drop dramatically.	wiki_3828296_30	Q_4597_2
-2.083122491836548	He had represented the same division for the Nationals from 1984 to 1987.	<--He had represented the same division for the Nationals from 1984 to 1987.	wiki_2167782_1	Q_4597_2
-2.1935081481933594	Tom David Kahn (September 15, 1938Ã  Ã¢   March 27, 1992) was an American socialÃ  democrat known for his leadership in several organizations.	<--Tom David Kahn (September 15, 1938Ã  Ã¢   March 27, 1992) was an American socialÃ  democrat known for his leadership in several organizations.	wiki_2812518_0	Q_4597_2
-2.2022669315338135	The result of the election was a clear victory for Labor despite a net loss of 7 seats: The results gave Labor a parliamentary buffer of 3 seats plus the usual support of Tom Armstrong.	<--The result of the election was a clear victory for Labor despite a net loss of 7 seats: The results gave Labor a parliamentary buffer of 3 seats plus the usual support of Tom Armstrong.	wiki_3872498_22	Q_4597_2
-2.272778034210205	After the 1961 redistribution, Toms elected to contest the new seat of Bayswater at the 1962 election, whilst Oldfield, who had since joined the Labor party, won Maylands, but narrowly lost it three years later.	<--After the 1961 redistribution, Toms elected to contest the new seat of Bayswater at the 1962 election, whilst Oldfield, who had since joined the Labor party, won Maylands, but narrowly lost it three years later.	wiki_3319753_11	Q_4597_2
-2.3009543418884277	The Hawke Government had been in power since the general election of 1983, and had been re-elected in the snap election of 1984, although with a decreased majority.	<--The Hawke Government had been in power since the general election of 1983, and had been re-elected in the snap election of 1984, although with a decreased majority.	wiki_4748442_4	Q_4597_2
-2.5420894622802734	He was President of the Queensland Party twice; from 1973 to 1976 and again from 1984 to 1990.	<--He was President of the Queensland Party twice; from 1973 to 1976 and again from 1984 to 1990.	wiki_3096559_16	Q_4597_2
-2.5620338916778564	He was a Labor member of the Australian House of Representatives from 1983 to 1984, a prominent barrister in Darwin afterwards, the author of the controversial 1999 Reeves Report on Aboriginal land rights, and has been a Judge of the Federal Court of Australia since November 2007.	<--He was a Labor member of the Australian House of Representatives from 1983 to 1984, a prominent barrister in Darwin afterwards, the author of the controversial 1999 Reeves Report on Aboriginal land rights, and has been a Judge of the Federal Court of Australia since November 2007.	wiki_4214782_1	Q_4597_2
-2.6386618614196777	In 1983 and 1984, he had communicated his interest in challenging what he saw as a dangerous push towards socialism within the Hawke Labor Government.	<--In 1983 and 1984, he had communicated his interest in challenging what he saw as a dangerous push towards socialism within the Hawke Labor Government.	wiki_689687_9	Q_4597_2
-2.6439576148986816	In May 1982, he became Minister for Defence, a post he held until the defeat of the Fraser government at the 1983 election.	<--In May 1982, he became Minister for Defence, a post he held until the defeat of the Fraser government at the 1983 election.	wiki_707449_19	Q_4597_2
-2.671764612197876	He was narrowly defeated by the Liberal candidate Peter Toms.	<--He was narrowly defeated by the Liberal candidate Peter Toms.	wiki_5412187_6	Q_4597_2
-2.7162840366363525	Merv Toms won the seat for Labor at the 1956 election, while Edward Oldfield, the previous member, resigned from the Liberal Country League and held neighbouring Mount Lawley as an independent.	<--Merv Toms won the seat for Labor at the 1956 election, while Edward Oldfield, the previous member, resigned from the Liberal Country League and held neighbouring Mount Lawley as an independent.	wiki_3319753_10	Q_4597_2
-2.7973146438598633	Although it did not become effective until 14Ã  September 1984, he announced his resignation from the Treasury on 15 August 1984, just six days before the 1984-85 Budget was handed down.	<--Although it did not become effective until 14Ã  September 1984, he announced his resignation from the Treasury on 15 August 1984, just six days before the 1984-85 Budget was handed down.	wiki_4635087_10	Q_4597_2
-2.81378173828125	Additionally, he was a member of the Joint House Committee for the entire period, and chaired a Select Committee into national parks in 1980Ã¢  1981, into cultural and recreational facilities in 1982, and into the Conservation and Land Management Bill 1984 (during which he became an honorary Royal Commissioner).	<--Additionally, he was a member of the Joint House Committee for the entire period, and chaired a Select Committee into national parks in 1980Ã¢  1981, into cultural and recreational facilities in 1982, and into the Conservation and Land Management Bill 1984 (during which he became an honorary Royal Commissioner).	wiki_2741990_16	Q_4597_2
-2.8782951831817627	In 1984, he reacted to a series of critical articles in the "Courier-Mail" by switching the government's million-dollar classified advertising account to the rival "Daily Sun".	<--In 1984, he reacted to a series of critical articles in the "Courier-Mail" by switching the government's million-dollar classified advertising account to the rival "Daily Sun".	wiki_2126475_319	Q_4597_2
-2.9215505123138428	Following a redistribution of electoral boundaries in 1984, Chynoweth opted to contest the seat of Dunkley.	<--Following a redistribution of electoral boundaries in 1984, Chynoweth opted to contest the seat of Dunkley.	wiki_4390358_7	Q_4597_2
-3.0170443058013916	Early relationships forged with Ontario Conservative leader Mike Harris and key lieutenants Tony Clement and Tom Long assisted Harris's election as Ontario Premier and laid the groundwork for future collaboration.	<--Early relationships forged with Ontario Conservative leader Mike Harris and key lieutenants Tony Clement and Tom Long assisted Harris's election as Ontario Premier and laid the groundwork for future collaboration.	wiki_4892829_16	Q_4597_2
-3.0283172130584717	Senators Ken Anderson (Liberal), Tom Bull (Country), Sir Alister McMullin (Liberal), Tony Mulvihill (Labor) and James Ormonde (Labor) were not up for re-election.	<--Senators Ken Anderson (Liberal), Tom Bull (Country), Sir Alister McMullin (Liberal), Tony Mulvihill (Labor) and James Ormonde (Labor) were not up for re-election.	wiki_3002223_10	Q_4597_2
