

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24985474348068237, 0.43223872780799866, 0.2804250419139862, 0.20801258087158203, 0.018331604078412056, 0.19703766703605652, 0.19857268035411835, 0.24749402701854706]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.3904804587364197, 0.2629390358924866]
Mention choice: None
Turn choice: None
Answer mentions: ['Sanders', 'Montana Vigilantes', 'Montana Vigilantes', 'U.S.']
Answer mention types: None
---
-0.3061564064025879	None	-0.7289438247680664	He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	<--He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	news_399272_48	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24448831379413605, 0.31612628698349, 0.2348911613225937, 0.07726221531629562, 0.07382463663816452, 0.14407885074615479, 0.17053955793380737, 0.22569839656352997]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.29215899109840393, 0.20760400593280792]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana Colter Peterson/Reuters']
Answer mention types: None
---
-0.3061578583717346	None	-0.7289472818374634	He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	<--He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	news_399215_34	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24448831379413605, 0.39567163586616516, 0.2348911613225937, 0.07726221531629562, 0.07382463663816452, 0.14407885074615479, 0.17053955793380737, 0.22569839656352997]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.29215899109840393, 0.20760400593280792]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.3061578583717346	None	-0.7289472818374634	He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	<--He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	news_399166_32	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24448831379413605, 0.39567163586616516, 0.2348911613225937, 0.07726221531629562, 0.07382463663816452, 0.14407885074615479, 0.17053955793380737, 0.22569839656352997]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.29215899109840393, 0.20760400593280792]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.3061583089828491	None	-0.7289483547210693	He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	<--He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	news_399047_24	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24448831379413605, 0.39567163586616516, 0.2348911613225937, 0.07726221531629562, 0.07382463663816452, 0.14407885074615479, 0.17053955793380737, 0.22569839656352997]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.29215899109840393, 0.20760400593280792]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.3061583089828491	None	-0.7289483547210693	He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	<--He stuck to issues that have broad appeal in Montana, such as maintaining and improving access to public land.	news_399183_28	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.24448831379413605, 0.39567163586616516, 0.2348911613225937, 0.07726221531629562, 0.07382463663816452, 0.14407885074615479, 0.17053955793380737, 0.22569839656352997]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.29215899109840393, 0.20760400593280792]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.35939630985260007	None	-0.8557054996490479	He previously served as Attorney General of Montana from 2009 to 2013.	<--He previously served as Attorney General of Montana from 2009 to 2013.	wiki_435695_115	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828259825706482, 0.28217813372612, 0.28015318512916565, 0.6238430738449097, 0.5396970510482788]
Mention to answer weight: [0.3195844292640686, 0.4102731943130493, 0.32545414566993713, 0.12607452273368835, 0.22378940880298615, 0.296693354845047, 0.2615463435649872, 0.23795969784259796]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.5335164070129395, 0.2767212688922882]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.37791602611541747	None	-0.8998000621795654	He served as judge of Montana's sixth judicial district in 1912.	<--He served as judge of Montana's sixth judicial district in 1912.	wiki_5357436_5	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828259825706482, 0.28217813372612, 0.28015318512916565, 0.6238430738449097, 0.5396970510482788]
Mention to answer weight: [0.17865049839019775, 0.4290851652622223, 0.24407237768173218, 0.11156001687049866, 0.07455886900424957, 0.2120969146490097, 0.17561660706996918, 0.20517225563526154]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.4609565734863281, 0.2548806667327881]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.3843574869632721	None	-0.9151368737220764	He has risen in state and national politics partly on the strength of his credentials as a clean-government advocate, and in 2015 he signed a state law imposing new transparency requirements on nonprofit groups that operate in Montana elections.	<--He has risen in state and national politics partly on the strength of his credentials as a clean-government advocate, and in 2015 he signed a state law imposing new transparency requirements on nonprofit groups that operate in Montana elections.	news_1241580_22	Q_6437_2
Mention to question weight: [0.31985369324684143, 0.38960620760917664, 0.3315430283546448, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430738449097, 0.539696991443634]
Mention to answer weight: [0.345691978931427, 0.21309755742549896, 0.32736945152282715, 0.20114608108997345, 0.10481134057044983, 0.20658685266971588, 0.2986566126346588, 0.16878214478492737]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.3333148956298828, 0.19957248866558075]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana']
Answer mention types: None
---
-0.3865622520446777	None	-0.9203863143920898	He is known as a musical and cultural ambassador for the state of Montana and was appointed to the Montana Arts Council by Governor Brian Schweitzer.	<--He is known as a musical and cultural ambassador for the state of Montana and was appointed to the Montana Arts Council by Governor Brian Schweitzer.	wiki_4435653_2	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.3676033616065979, 0.33896997570991516, 0.4044710099697113, 0.16527579724788666, 0.23884107172489166, 0.3131236135959625, 0.32980069518089294, 0.2441646307706833]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.47988247871398926, 0.33492279052734375]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana Arts Council', 'Brian Schweitzer', 'Montana Arts Council']
Answer mention types: None
---
-0.4180411684513092	None	-0.99533611536026	In 2000, he led operations of over 2,000 Guard members during Montana's wildfires.	<--In 2000, he led operations of over 2,000 Guard members during Montana's wildfires.	wiki_3529936_29	Q_6437_2
Mention to question weight: [0.31985366344451904, 0.3896062672138214, 0.3315429985523224, 0.16828258335590363, 0.28217813372612, 0.28015318512916565, 0.6238430142402649, 0.539696991443634]
Mention to answer weight: [0.12268128991127014, 0.18010671436786652, 0.16615581512451172, 0.04186541587114334, 0.239929661154747, 0.10670249164104462, 0.13595081865787506, 0.5162311792373657]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.2800028622150421, 0.2505074441432953]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana National Guard']
Answer mention types: None
---
-0.4216629552841186	None	-1.0039594173431396	In March 2004 John Vincent, a former speaker of the Montana House of Representatives entered the race and criticised Schweitzer for taking both sides on some issues.	<--In March 2004 John Vincent, a former speaker of the Montana House of Representatives entered the race and criticised Schweitzer for taking both sides on some issues.	wiki_1402371_7	Q_6437_2
Mention to question weight: [0.3198537230491638, 0.38960620760917664, 0.33154296875, 0.1682826280593872, 0.28217813372612, 0.28015318512916565, 0.6238430738449097, 0.539696991443634]
Mention to answer weight: [0.3554442822933197, 0.1460370272397995, 0.23559428751468658, 0.07027182728052139, 0.11149141937494278, 0.1694452315568924, 0.3907259404659271, 0.10348182916641235]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.27804043889045715, 0.442094087600708]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana gubernatorial election, 2004', 'John Vincent', 'Brian Schweitzer']
Answer mention types: None
---
-0.4222398376464844	None	-1.0053329467773438	Kelleher, a perennial candidate and eccentric figure in Montana politics, took many positions that were highly unorthodox by GOP standards, such as favoring more liberal drug control policies, supporting universal healthcare and affirmative action, and favoring fair trade restrictions.	<--Kelleher, a perennial candidate and eccentric figure in Montana politics, took many positions that were highly unorthodox by GOP standards, such as favoring more liberal drug control policies, supporting universal healthcare and affirmative action, and favoring fair trade restrictions.	wiki_127628_15	Q_6437_2
Mention to question weight: [0.3198537230491638, 0.38960620760917664, 0.3315429985523224, 0.1682826578617096, 0.2821781635284424, 0.28015318512916565, 0.6238430738449097, 0.539696991443634]
Mention to answer weight: [0.4116085469722748, 0.23316042125225067, 0.2842819392681122, 0.04487944021821022, 0.0740143284201622, 0.1983257532119751, 0.2869100868701935, 0.0735631063580513]
Turn to question weight: [0.3483247756958008, 0.3198463022708893]
Turn to answer weight: [0.3178343176841736, 0.32425978779792786]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana', 'GOP', 'Kelleher']
Answer mention types: None
---
-0.4325859689712524	None	-1.0299665927886963	In 2015, he was promoted to become the Deputy Commissioner of the Montana Department of Labor and Industry, a job he performed until his selection as Lieutenant Governor.	<--In 2015, he was promoted to become the Deputy Commissioner of the Montana Department of Labor and Industry, a job he performed until his selection as Lieutenant Governor.	wiki_5249607_72	Q_6437_2
Mention to question weight: [0.3198537230491638, 0.38960620760917664, 0.33154296875, 0.1682826280593872, 0.28217813372612, 0.28015318512916565, 0.6238430738449097, 0.539696991443634]
Mention to answer weight: [0.29970887303352356, 0.33284178376197815, 0.3160889148712158, 0.10035362839698792, 0.22865243256092072, 0.23969371616840363, 0.26402392983436584, 0.2883002758026123]
