

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
Mention to answer weight: [0.4867306351661682, 0.04469410702586174, 0.2206430733203888, 0.012595217674970627]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.004915245808660984]
Mention choice: None
Turn choice: None
Answer mentions: ['The Pasadena Volunteer Fire Department', 'Pasadena Philharmonic']
Answer mention types: None
---
0.5225581884384155	None	1.2441861629486084	Private elementary schools located in Pasadena include Judson International School, Mayfield Junior School, Chandler School, Polytechnic School, Westridge School, St. Andrew's Catholic Church, St. Phillip the Apostle School, and Sequoyah School.	<--Private elementary schools located in Pasadena include Judson International School, Mayfield Junior School, Chandler School, Polytechnic School, Westridge School, St. Andrew's Catholic Church, St. Phillip the Apostle School, and Sequoyah School.	wiki_2039793_281	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.1608683168888092, 0.28596389293670654, 0.10199351608753204]
Mention to answer weight: [0.5067047476768494, 0.10890518873929977, 0.17762364447116852, 0.09189540892839432]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.12325386703014374]
Mention choice: None
Turn choice: None
Answer mentions: ['Sequoyah School', 'Westridge School', 'Venture Center', 'Apostle School', 'St. Phillip', 'Catholic Church', 'Polytechnic School', 'St. Andrew', 'Pasadena', 'Chandler School', 'Mayfield Junior School']
Answer mention types: None
---
0.5159154796600341	None	1.228370189666748	Pasadena is also served by various bus services.	<--Pasadena is also served by various bus services.	wiki_2039793_372	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683466911316, 0.2859639525413513, 0.10199350863695145]
Mention to answer weight: [0.5817413926124573, 0.05410110950469971, 0.208474263548851, 0.0340675413608551]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.002881342079490423]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena']
Answer mention types: None
---
0.37281646013259884	None	0.8876582384109497	Pasadena is a part of the original Mexican land grant originally given over from Spain to Mexico, named Rancho del Rincon de San Pascual, so named because it was deeded on Easter Sunday to Eulalia Perez de GuillÃ	<--Pasadena is a part of the original Mexican land grant originally given over from Spain to Mexico, named Rancho del Rincon de San Pascual, so named because it was deeded on Easter Sunday to Eulalia Perez de GuillÃ	wiki_2575040_18	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.1608683168888092, 0.28596389293670654, 0.10199351608753204]
Mention to answer weight: [0.5805383920669556, 0.0230545736849308, 0.3464774787425995, -0.015095038339495659]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.04916510358452797]
Mention choice: None
Turn choice: None
Answer mentions: ['Rancho San Pascual', 'Easter Sunday', 'Pasadena', 'Mexican', 'Mexico', 'Eulalia Perez de GuillÃ', 'Spain']
Answer mention types: None
---
0.31371986389160156	None	0.7469520568847656	Pasadena is the home of many leading scientific and cultural institutions, including the California Institute of Technology (Caltech), the Jet Propulsion Laboratory, the Pasadena Playhouse and the Norton Simon Museum of Art.	<--Pasadena is the home of many leading scientific and cultural institutions, including the California Institute of Technology (Caltech), the Jet Propulsion Laboratory, the Pasadena Playhouse and the Norton Simon Museum of Art.	wiki_1039631_13	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.5233075022697449, 0.017438268288969994, 0.2944866418838501, 0.03494415432214737]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.0203557126224041]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena Playhouse', 'National Register of Historic Places listings in Pasadena, California', 'Jet Propulsion Laboratory', 'National Register of Historic Places listings in Pasadena, California', 'Pasadena', 'California Institute of Technology']
Answer mention types: None
---
0.28466974139213563	None	0.6777850985527039	Aside from being the identified sponsor of "The World Tomorrow" radio broadcast for a time (although the costs for the broadcast were paid by the church), the college in Pasadena became locally well known for its Ambassador Auditorium worship and concert venue, which for 20 years was host to many renowned artists from classical music to jazz.	<--Aside from being the identified sponsor of "The World Tomorrow" radio broadcast for a time (although the costs for the broadcast were paid by the church), the college in Pasadena became locally well known for its Ambassador Auditorium worship and concert venue, which for 20 years was host to many renowned artists from classical music to jazz.	wiki_3832030_74	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683317899704, 0.2859639525413513, 0.10199352353811264]
Mention to answer weight: [0.2807009816169739, 0.09703019261360168, 0.10460978001356125, 0.18334172666072845]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.06271493434906006]
Mention choice: None
Turn choice: None
Answer mentions: ['Auditorium', 'The World Tomorrow', 'Pasadena']
Answer mention types: None
---
0.24854342222213743	None	0.5917700529098511	With public exhibits, tours, lectures, seminars, and workshops, the Pasadena Museum of History promotes an appreciation of history, culture, arts and sciences relevant to Pasadena and adjoining communities.	<--With public exhibits, tours, lectures, seminars, and workshops, the Pasadena Museum of History promotes an appreciation of history, culture, arts and sciences relevant to Pasadena and adjoining communities.	wiki_3480165_3	Q_3358_1
Mention to question weight: [0.43356800079345703, 0.16086836159229279, 0.28596389293670654, 0.10199350863695145]
Mention to answer weight: [0.44773319363594055, 0.003988695330917835, 0.24403968453407288, 0.058431707322597504]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.00721018435433507]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena Museum of History', 'Pasadena Museum of History']
Answer mention types: None
---
0.22378817439079285	None	0.5328289866447449	The Pasadena campus was later purchased by the U.S. Center for World Mission.	<--The Pasadena campus was later purchased by the U.S. Center for World Mission.	wiki_4933503_18	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.4166176915168762, 0.09857683628797531, 0.21780751645565033, 0.0667896494269371]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.08869975060224533]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena', 'U.S. Center for World Mission']
Answer mention types: None
---
0.21502821922302245	None	0.5119719505310059	Travelers come for the upscale boutiques in compact, metro-accessible Old Pasadena; the city s oak-lined boulevards and Arts and Crafts-period bungalows; and institutions such as the Norton Simon Museum, the Gamble House, and the Huntington Library in neighboring San Marino.	<--Travelers come for the upscale boutiques in compact, metro-accessible Old Pasadena; the city s oak-lined boulevards and Arts and Crafts-period bungalows; and institutions such as the Norton Simon Museum, the Gamble House, and the Huntington Library in neighboring San Marino.	news_1334550_2	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.1608683317899704, 0.2859639525413513, 0.10199351608753204]
Mention to answer weight: [0.39405521750450134, 0.06613726913928986, 0.21498383581638336, 0.0003785187436733395]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.07494784146547318]
Mention choice: None
Turn choice: None
Answer mentions: ['Arts', 'San Marino', 'Gamble House', 'Crafts', 'Huntington Library', 'Old Pasadena', 'Norton Simon Museum']
Answer mention types: None
---
0.21477973222732544	None	0.5113803148269653	Conceived in 1978 by several friends, including Peter Apanel, Ted Wright, Charles "Skip" Finnell, among others, sitting in a bar called "Chromo's" (which no longer exists) in Pasadena, as an irreverent alternative to the traditional formality of the Rose Parade, which is also held in Pasadena.	<--Conceived in 1978 by several friends, including Peter Apanel, Ted Wright, Charles "Skip" Finnell, among others, sitting in a bar called "Chromo's" (which no longer exists) in Pasadena, as an irreverent alternative to the traditional formality of the Rose Parade, which is also held in Pasadena.	wiki_4632726_4	Q_3358_1
Mention to question weight: [0.43356791138648987, 0.1608683317899704, 0.2859639525413513, 0.10199352353811264]
Mention to answer weight: [0.4336966276168823, 0.11744336783885956, 0.19724315404891968, 0.03183983638882637]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.21863266825675964]
Mention choice: None
Turn choice: None
Answer mentions: ['Charles "Skip" Finnell', 'Chromo', 'James Brown', 'Doo Dah Parade', 'Pasadena', 'Pasadena', 'Peter Apanel']
Answer mention types: None
---
0.1892531758546829	None	0.45060279965400696	In 1966, it was deeded to the city of Pasadena in a mutual agreement with the University of Southern California School of Architecture.	<--In 1966, it was deeded to the city of Pasadena in a mutual agreement with the University of Southern California School of Architecture.	wiki_2039793_231	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.48271504044532776, 0.010038760490715504, 0.23263369500637054, -0.014230781234800816]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [0.08254630118608475]
Mention choice: None
Turn choice: None
Answer mentions: ['Pasadena, California', 'Pasadena']
Answer mention types: None
---
0.18294378161430358	None	0.43558043241500854	The remaining tickets went to the Tournament of Roses members, sponsors, City of Pasadena residents, and the general public.	<--The remaining tickets went to the Tournament of Roses members, sponsors, City of Pasadena residents, and the general public.	wiki_1236068_8	Q_3358_1
Mention to question weight: [0.43356794118881226, 0.16086836159229279, 0.28596386313438416, 0.10199349373579025]
Mention to answer weight: [0.2533967196941376, -0.008452978916466236, 0.09375844150781631, 0.04746197164058685]
Turn to question weight: [0.1185130625963211]
Turn to answer weight: [-0.07543324679136276]
Mention choice: None
Turn choice: None
